State,Category,Region,Year,Quarter,RegisteredUsers
delhi,districts,east,2021,4,957392
delhi,districts,south,2021,4,911399
delhi,districts,shahdara,2021,4,779798
delhi,pincodes,110059,2021,4,555449
delhi,pincodes,110092,2021,4,436075
delhi,pincodes,110086,2021,4,382858
delhi,pincodes,110044,2021,4,340833
delhi,pincodes,110041,2021,4,336405
delhi,pincodes,110085,2021,4,312819
delhi,pincodes,110094,2021,4,305422
delhi,pincodes,110053,2021,4,301988
delhi,pincodes,110096,2021,4,299233
delhi,pincodes,110042,2021,4,292597
delhi,districts,west,2022,1,2017435
delhi,districts,south east delhi,2022,1,1628157
delhi,districts,north west,2022,1,1419688
delhi,districts,central delhi,2022,1,1338465
delhi,districts,new delhi,2022,1,1336911
delhi,districts,north,2022,1,1159277
delhi,districts,south west,2022,1,1097016
delhi,districts,east,2022,1,1013024
delhi,districts,south,2022,1,963775
delhi,districts,shahdara,2022,1,826148
delhi,pincodes,110059,2022,1,588266
delhi,pincodes,110092,2022,1,460951
delhi,pincodes,110086,2022,1,406863
delhi,pincodes,110044,2022,1,361314
delhi,pincodes,110041,2022,1,357509
delhi,pincodes,110085,2022,1,330413
delhi,pincodes,110094,2022,1,324145
delhi,pincodes,110053,2022,1,320362
delhi,pincodes,110096,2022,1,316906
delhi,pincodes,110042,2022,1,310672
delhi,districts,west,2022,2,2124626
delhi,districts,south east delhi,2022,2,1714507
delhi,districts,north west,2022,2,1496002
delhi,districts,central delhi,2022,2,1409776
delhi,districts,new delhi,2022,2,1406687
delhi,districts,north,2022,2,1222605
delhi,districts,south west,2022,2,1155288
delhi,districts,east,2022,2,1066632
delhi,districts,south,2022,2,1013938
delhi,districts,shahdara,2022,2,870461
delhi,pincodes,110059,2022,2,619737
delhi,pincodes,110092,2022,2,484816
delhi,pincodes,110086,2022,2,429566
delhi,pincodes,110044,2022,2,381041
delhi,pincodes,110041,2022,2,377721
delhi,pincodes,110085,2022,2,347243
delhi,pincodes,110094,2022,2,341936
delhi,pincodes,110053,2022,2,337770
delhi,pincodes,110096,2022,2,333973
delhi,pincodes,110042,2022,2,328052
delhi,districts,west,2022,3,2235907
delhi,districts,south east delhi,2022,3,1804123
delhi,districts,north west,2022,3,1575473
delhi,districts,central delhi,2022,3,1483786
delhi,districts,new delhi,2022,3,1479669
delhi,districts,north,2022,3,1288507
delhi,districts,south west,2022,3,1215697
delhi,districts,east,2022,3,1121596
delhi,districts,south,2022,3,1065631
delhi,districts,shahdara,2022,3,917096
delhi,pincodes,110059,2022,3,652328
delhi,pincodes,110092,2022,3,509260
delhi,pincodes,110086,2022,3,453393
delhi,pincodes,110044,2022,3,401386
delhi,pincodes,110041,2022,3,398712
delhi,pincodes,110085,2022,3,364644
delhi,pincodes,110094,2022,3,360554
delhi,pincodes,110053,2022,3,356138
delhi,pincodes,110096,2022,3,351480
delhi,pincodes,110042,2022,3,346285
delhi,districts,west,2022,4,2348063
delhi,districts,south east delhi,2022,4,1894776
delhi,districts,north west,2022,4,1655730
delhi,districts,central delhi,2022,4,1558400
delhi,districts,new delhi,2022,4,1552874
delhi,districts,north,2022,4,1354521
delhi,districts,south west,2022,4,1275864
delhi,districts,east,2022,4,1177294
delhi,districts,south,2022,4,1117981
delhi,districts,shahdara,2022,4,963656
delhi,pincodes,110059,2022,4,685596
delhi,pincodes,110092,2022,4,534009
delhi,pincodes,110086,2022,4,477514
delhi,pincodes,110044,2022,4,422192
delhi,pincodes,110041,2022,4,419823
delhi,pincodes,110085,2022,4,382113
delhi,pincodes,110094,2022,4,379346
delhi,pincodes,110053,2022,4,374689
delhi,pincodes,110096,2022,4,369272
delhi,pincodes,110042,2022,4,364573
delhi,districts,west,2023,1,2453869
delhi,districts,south east delhi,2023,1,1980915
delhi,districts,north west,2023,1,1731494
delhi,districts,central delhi,2023,1,1629248
delhi,districts,new delhi,2023,1,1622600
delhi,districts,north,2023,1,1416994
delhi,districts,south west,2023,1,1333347
delhi,districts,east,2023,1,1230290
delhi,districts,south,2023,1,1167338
delhi,districts,shahdara,2023,1,1007880
delhi,pincodes,110059,2023,1,716856
delhi,pincodes,110092,2023,1,557488
delhi,pincodes,110086,2023,1,500213
delhi,pincodes,110044,2023,1,441996
delhi,pincodes,110041,2023,1,439789
delhi,pincodes,110085,2023,1,398902
delhi,pincodes,110094,2023,1,397220
delhi,pincodes,110053,2023,1,392197
delhi,pincodes,110096,2023,1,386108
delhi,pincodes,110042,2023,1,381910
delhi,districts,west,2023,2,2546575
delhi,districts,south east delhi,2023,2,2055408
delhi,districts,north west,2023,2,1798636
delhi,districts,central delhi,2023,2,1690547
delhi,districts,new delhi,2023,2,1682305
delhi,districts,north,2023,2,1471979
delhi,districts,south west,2023,2,1383364
delhi,districts,east,2023,2,1275831
delhi,districts,south,2023,2,1209741
delhi,districts,shahdara,2023,2,1046614
delhi,pincodes,110059,2023,2,744061
delhi,pincodes,110092,2023,2,577301
delhi,pincodes,110086,2023,2,520976
delhi,pincodes,110044,2023,2,459541
delhi,pincodes,110041,2023,2,457756
delhi,pincodes,110094,2023,2,413225
delhi,pincodes,110085,2023,2,413127
delhi,pincodes,110053,2023,2,407624
delhi,pincodes,110096,2023,2,400907
delhi,pincodes,110042,2023,2,397341
delhi,districts,west,2023,3,2641529
delhi,districts,south east delhi,2023,3,2133173
delhi,districts,north west,2023,3,1866671
delhi,districts,central delhi,2023,3,1754227
delhi,districts,new delhi,2023,3,1744588
delhi,districts,north,2023,3,1528582
delhi,districts,south west,2023,3,1435544
delhi,districts,east,2023,3,1322844
delhi,districts,south,2023,3,1254751
delhi,districts,shahdara,2023,3,1086372
delhi,pincodes,110059,2023,3,772107
delhi,pincodes,110092,2023,3,598195
delhi,pincodes,110086,2023,3,540985
delhi,pincodes,110044,2023,3,477143
delhi,pincodes,110041,2023,3,475553
delhi,pincodes,110094,2023,3,429279
delhi,pincodes,110085,2023,3,428343
delhi,pincodes,110053,2023,3,423667
delhi,pincodes,110096,2023,3,415834
delhi,pincodes,110042,2023,3,413005
delhi,districts,west,2023,4,2732926
delhi,districts,south east delhi,2023,4,2207076
delhi,districts,north west,2023,4,1933267
delhi,districts,central delhi,2023,4,1815323
delhi,districts,new delhi,2023,4,1803952
delhi,districts,north,2023,4,1583005
delhi,districts,south west,2023,4,1484762
delhi,districts,east,2023,4,1367614
delhi,districts,south,2023,4,1296849
delhi,districts,shahdara,2023,4,1124343
delhi,pincodes,110059,2023,4,798856
delhi,pincodes,110092,2023,4,617934
delhi,pincodes,110086,2023,4,561319
delhi,pincodes,110044,2023,4,494483
delhi,pincodes,110041,2023,4,493201
delhi,pincodes,110094,2023,4,444837
delhi,pincodes,110085,2023,4,442488
delhi,pincodes,110053,2023,4,438988
delhi,pincodes,110096,2023,4,430061
delhi,pincodes,110042,2023,4,428202
delhi,districts,west,2024,1,2837958
delhi,districts,south east delhi,2024,1,2291746
delhi,districts,north west,2024,1,2008098
delhi,districts,central delhi,2024,1,1884700
delhi,districts,new delhi,2024,1,1871468
delhi,districts,north,2024,1,1644670
delhi,districts,south west,2024,1,1541622
delhi,districts,east,2024,1,1418866
delhi,districts,south,2024,1,1345231
delhi,districts,shahdara,2024,1,1167913
delhi,pincodes,110059,2024,1,829414
delhi,pincodes,110092,2024,1,640499
delhi,pincodes,110086,2024,1,583639
delhi,pincodes,110044,2024,1,513673
delhi,pincodes,110041,2024,1,513299
delhi,pincodes,110094,2024,1,462468
delhi,pincodes,110085,2024,1,458957
delhi,pincodes,110053,2024,1,456507
delhi,pincodes,110096,2024,1,446305
delhi,pincodes,110042,2024,1,445367
delhi,districts,west,2024,2,2945032
delhi,districts,south east delhi,2024,2,2378417
delhi,districts,north west,2024,2,2085373
delhi,districts,central delhi,2024,2,1956609
delhi,districts,new delhi,2024,2,1940666
delhi,districts,north,2024,2,1707431
delhi,districts,south west,2024,2,1599704
delhi,districts,east,2024,2,1471663
delhi,districts,south,2024,2,1395197
delhi,districts,shahdara,2024,2,1212695
delhi,pincodes,110059,2024,2,860657
delhi,pincodes,110092,2024,2,664004
delhi,pincodes,110086,2024,2,606637
delhi,pincodes,110044,2024,2,533714
delhi,pincodes,110041,2024,2,533351
delhi,pincodes,110094,2024,2,480546
delhi,pincodes,110085,2024,2,475853
delhi,pincodes,110053,2024,2,474265
delhi,pincodes,110096,2024,2,463060
delhi,pincodes,110042,2024,2,462808
delhi,districts,west,2024,3,2715492
delhi,districts,south east,2024,3,2262427
delhi,districts,central delhi,2024,3,1990109
delhi,districts,north west,2024,3,1907401
delhi,districts,north,2024,3,1686282
delhi,districts,new delhi,2024,3,1633520
delhi,districts,south west,2024,3,1419174
delhi,districts,south,2024,3,1307337
delhi,districts,east,2024,3,1256144
delhi,districts,shahdara,2024,3,1189211
delhi,pincodes,110059,2024,3,808649
delhi,pincodes,110092,2024,3,640039
delhi,pincodes,110094,2024,3,572978
delhi,pincodes,110086,2024,3,564824
delhi,pincodes,110044,2024,3,511337
delhi,pincodes,110041,2024,3,503783
delhi,pincodes,110053,2024,3,421565
delhi,pincodes,110085,2024,3,415633
delhi,pincodes,110042,2024,3,413179
delhi,pincodes,110084,2024,3,406578
delhi,districts,west,2024,4,2781222
delhi,districts,south east,2024,4,2320701
delhi,districts,central delhi,2024,4,2040406
delhi,districts,north west,2024,4,1953572
delhi,districts,north,2024,4,1727450
delhi,districts,new delhi,2024,4,1676758
delhi,districts,south west,2024,4,1452225
delhi,districts,south,2024,4,1340531
delhi,districts,east,2024,4,1285131
delhi,districts,shahdara,2024,4,1217468
delhi,pincodes,110059,2024,4,826819
delhi,pincodes,110092,2024,4,654020
delhi,pincodes,110094,2024,4,587845
delhi,pincodes,110086,2024,4,578378
delhi,pincodes,110044,2024,4,522834
delhi,pincodes,110041,2024,4,516205
delhi,pincodes,110053,2024,4,432535
delhi,pincodes,110085,2024,4,425910
delhi,pincodes,110042,2024,4,423578
delhi,pincodes,110084,2024,4,414907
goa,districts,north goa,2018,1,57769
goa,districts,south goa,2018,1,34167
goa,pincodes,403516,2018,1,6466
goa,pincodes,403601,2018,1,5251
goa,pincodes,403001,2018,1,5240
goa,pincodes,403401,2018,1,5138
goa,pincodes,403802,2018,1,3850
goa,pincodes,403722,2018,1,3844
goa,pincodes,403507,2018,1,3831
goa,pincodes,403521,2018,1,2841
goa,pincodes,403515,2018,1,2443
goa,pincodes,403509,2018,1,2386
goa,districts,north goa,2018,2,76192
goa,districts,south goa,2018,2,45982
goa,pincodes,403516,2018,2,8301
goa,pincodes,403001,2018,2,7089
goa,pincodes,403601,2018,2,6974
goa,pincodes,403401,2018,2,6685
goa,pincodes,403722,2018,2,5343
goa,pincodes,403802,2018,2,5119
goa,pincodes,403507,2018,2,4991
goa,pincodes,403521,2018,2,3804
goa,pincodes,403515,2018,2,3277
goa,pincodes,403509,2018,2,3077
goa,districts,north goa,2018,3,95307
goa,districts,south goa,2018,3,58495
goa,pincodes,403516,2018,3,9997
goa,pincodes,403001,2018,3,8932
goa,pincodes,403601,2018,3,8721
goa,pincodes,403401,2018,3,8256
goa,pincodes,403722,2018,3,7084
goa,pincodes,403802,2018,3,6453
goa,pincodes,403507,2018,3,6272
goa,pincodes,403521,2018,3,4797
goa,pincodes,403515,2018,3,4153
goa,pincodes,403801,2018,3,3775
goa,districts,north goa,2018,4,121001
goa,districts,south goa,2018,4,74349
goa,pincodes,403516,2018,4,12486
goa,pincodes,403001,2018,4,11471
goa,pincodes,403601,2018,4,10977
goa,pincodes,403401,2018,4,10356
goa,pincodes,403722,2018,4,9148
goa,pincodes,403802,2018,4,8151
goa,pincodes,403507,2018,4,7980
goa,pincodes,403521,2018,4,6106
goa,pincodes,403515,2018,4,5194
goa,pincodes,403509,2018,4,4753
goa,districts,north goa,2019,1,147802
goa,districts,south goa,2019,1,90350
goa,pincodes,403516,2019,1,15021
goa,pincodes,403001,2019,1,14063
goa,pincodes,403601,2019,1,13406
goa,pincodes,403401,2019,1,12431
goa,pincodes,403722,2019,1,11012
goa,pincodes,403802,2019,1,9859
goa,pincodes,403507,2019,1,9777
goa,pincodes,403521,2019,1,7471
goa,pincodes,403515,2019,1,6247
goa,pincodes,403512,2019,1,5763
goa,districts,north goa,2019,2,173002
goa,districts,south goa,2019,2,105938
goa,pincodes,403516,2019,2,17020
goa,pincodes,403001,2019,2,16546
goa,pincodes,403601,2019,2,15906
goa,pincodes,403401,2019,2,14462
goa,pincodes,403722,2019,2,12443
goa,pincodes,403802,2019,2,11642
goa,pincodes,403507,2019,2,11602
goa,pincodes,403521,2019,2,8708
goa,pincodes,403515,2019,2,7164
goa,pincodes,403512,2019,2,6805
goa,districts,north goa,2019,3,197361
goa,districts,south goa,2019,3,119833
goa,pincodes,403516,2019,3,19191
goa,pincodes,403001,2019,3,18952
goa,pincodes,403601,2019,3,18205
goa,pincodes,403401,2019,3,16425
goa,pincodes,403722,2019,3,13795
goa,pincodes,403507,2019,3,13252
goa,pincodes,403802,2019,3,13185
goa,pincodes,403521,2019,3,10022
goa,pincodes,403515,2019,3,8059
goa,pincodes,403512,2019,3,7853
goa,districts,north goa,2019,4,220385
goa,districts,south goa,2019,4,133161
goa,pincodes,403516,2019,4,21230
goa,pincodes,403001,2019,4,20952
goa,pincodes,403601,2019,4,20128
goa,pincodes,403401,2019,4,18284
goa,pincodes,403722,2019,4,15231
goa,pincodes,403507,2019,4,14800
goa,pincodes,403802,2019,4,14490
goa,pincodes,403521,2019,4,11139
goa,pincodes,403515,2019,4,8917
goa,pincodes,403512,2019,4,8854
goa,districts,north goa,2020,1,244309
goa,districts,south goa,2020,1,147591
goa,pincodes,403516,2020,1,23160
goa,pincodes,403001,2020,1,22905
goa,pincodes,403601,2020,1,22252
goa,pincodes,403401,2020,1,20276
goa,pincodes,403722,2020,1,16611
goa,pincodes,403507,2020,1,16487
goa,pincodes,403802,2020,1,16084
goa,pincodes,403521,2020,1,12266
goa,pincodes,403512,2020,1,9989
goa,pincodes,403515,2020,1,9727
goa,districts,north goa,2020,2,267533
goa,districts,south goa,2020,2,163106
goa,pincodes,403001,2020,2,24693
goa,pincodes,403601,2020,2,24596
goa,pincodes,403516,2020,2,24526
goa,pincodes,403401,2020,2,22379
goa,pincodes,403507,2020,2,18333
goa,pincodes,403722,2020,2,17947
goa,pincodes,403802,2020,2,17824
goa,pincodes,403521,2020,2,13409
goa,pincodes,403512,2020,2,11037
goa,pincodes,403515,2020,2,10353
goa,districts,north goa,2020,3,294195
goa,districts,south goa,2020,3,180767
goa,pincodes,403601,2020,3,27208
goa,pincodes,403001,2020,3,26737
goa,pincodes,403516,2020,3,26198
goa,pincodes,403401,2020,3,24797
goa,pincodes,403507,2020,3,20441
goa,pincodes,403802,2020,3,19674
goa,pincodes,403722,2020,3,19552
goa,pincodes,403521,2020,3,14524
goa,pincodes,403512,2020,3,12307
goa,pincodes,403515,2020,3,11111
goa,districts,north goa,2020,4,326479
goa,districts,south goa,2020,4,201105
goa,pincodes,403601,2020,4,30363
goa,pincodes,403001,2020,4,29484
goa,pincodes,403516,2020,4,28745
goa,pincodes,403401,2020,4,27577
goa,pincodes,403507,2020,4,22919
goa,pincodes,403802,2020,4,21866
goa,pincodes,403722,2020,4,21365
goa,pincodes,403521,2020,4,16004
goa,pincodes,403512,2020,4,13802
goa,pincodes,403515,2020,4,12169
goa,districts,north goa,2021,1,352593
goa,districts,south goa,2021,1,217442
goa,pincodes,403601,2021,1,32812
goa,pincodes,403001,2021,1,31639
goa,pincodes,403516,2021,1,31109
goa,pincodes,403401,2021,1,29759
goa,pincodes,403507,2021,1,24789
goa,pincodes,403802,2021,1,23590
goa,pincodes,403722,2021,1,23019
goa,pincodes,403521,2021,1,17278
goa,pincodes,403512,2021,1,15009
goa,pincodes,403515,2021,1,13117
goa,districts,north goa,2021,2,376703
goa,districts,south goa,2021,2,232403
goa,pincodes,403601,2021,2,35016
goa,pincodes,403001,2021,2,33753
goa,pincodes,403516,2021,2,33166
goa,pincodes,403401,2021,2,31770
goa,pincodes,403507,2021,2,26546
goa,pincodes,403802,2021,2,25160
goa,pincodes,403722,2021,2,24578
goa,pincodes,403521,2021,2,18403
goa,pincodes,403512,2021,2,16035
goa,pincodes,403515,2021,2,13992
goa,districts,north goa,2021,3,403952
goa,districts,south goa,2021,3,249506
goa,pincodes,403601,2021,3,37507
goa,pincodes,403001,2021,3,36113
goa,pincodes,403516,2021,3,35395
goa,pincodes,403401,2021,3,34083
goa,pincodes,403507,2021,3,28444
goa,pincodes,403802,2021,3,26955
goa,pincodes,403722,2021,3,26342
goa,pincodes,403521,2021,3,19690
goa,pincodes,403512,2021,3,17249
goa,pincodes,403515,2021,3,14917
goa,districts,north goa,2021,4,430814
goa,districts,south goa,2021,4,266364
goa,pincodes,403601,2021,4,39985
goa,pincodes,403001,2021,4,38489
goa,pincodes,403516,2021,4,37615
goa,pincodes,403401,2021,4,36388
goa,pincodes,403507,2021,4,30339
goa,pincodes,403802,2021,4,28748
goa,pincodes,403722,2021,4,28215
goa,pincodes,403521,2021,4,20963
goa,pincodes,403512,2021,4,18476
goa,pincodes,403515,2021,4,15851
goa,districts,north goa,2022,1,456250
goa,districts,south goa,2022,1,282378
goa,pincodes,403601,2022,1,42284
goa,pincodes,403001,2022,1,40658
goa,pincodes,403516,2022,1,39737
goa,pincodes,403401,2022,1,38530
goa,pincodes,403507,2022,1,32152
goa,pincodes,403802,2022,1,30460
goa,pincodes,403722,2022,1,29946
goa,pincodes,403521,2022,1,22153
goa,pincodes,403512,2022,1,19621
goa,pincodes,403515,2022,1,16746
goa,districts,north goa,2022,2,480353
goa,districts,south goa,2022,2,297426
goa,pincodes,403601,2022,2,44524
goa,pincodes,403001,2022,2,42745
goa,pincodes,403516,2022,2,41711
goa,pincodes,403401,2022,2,40592
goa,pincodes,403507,2022,2,33849
goa,pincodes,403802,2022,2,32057
goa,pincodes,403722,2022,2,31588
goa,pincodes,403521,2022,2,23291
goa,pincodes,403512,2022,2,20688
goa,pincodes,403515,2022,2,17575
goa,districts,north goa,2022,3,504946
goa,districts,south goa,2022,3,312884
goa,pincodes,403601,2022,3,46781
goa,pincodes,403001,2022,3,44871
goa,pincodes,403516,2022,3,43715
goa,pincodes,403401,2022,3,42722
goa,pincodes,403507,2022,3,35584
goa,pincodes,403802,2022,3,33724
goa,pincodes,403722,2022,3,33341
goa,pincodes,403521,2022,3,24473
goa,pincodes,403512,2022,3,21788
goa,pincodes,403515,2022,3,18401
goa,districts,north goa,2022,4,527826
goa,districts,south goa,2022,4,327376
goa,pincodes,403601,2022,4,49007
goa,pincodes,403001,2022,4,46997
goa,pincodes,403516,2022,4,45745
goa,pincodes,403401,2022,4,44729
goa,pincodes,403507,2022,4,37261
goa,pincodes,403802,2022,4,35405
goa,pincodes,403722,2022,4,35057
goa,pincodes,403521,2022,4,25628
goa,pincodes,403512,2022,4,22733
goa,pincodes,403515,2022,4,19246
goa,districts,north goa,2023,1,550554
goa,districts,south goa,2023,1,341631
goa,pincodes,403601,2023,1,51090
goa,pincodes,403001,2023,1,49009
goa,pincodes,403516,2023,1,47604
goa,pincodes,403401,2023,1,46716
goa,pincodes,403507,2023,1,38878
goa,pincodes,403802,2023,1,36991
goa,pincodes,403722,2023,1,36725
goa,pincodes,403521,2023,1,26694
goa,pincodes,403512,2023,1,23734
goa,pincodes,403515,2023,1,20070
goa,districts,north goa,2023,2,571111
goa,districts,south goa,2023,2,354909
goa,pincodes,403601,2023,2,52926
goa,pincodes,403001,2023,2,50691
goa,pincodes,403516,2023,2,49202
goa,pincodes,403401,2023,2,48492
goa,pincodes,403507,2023,2,40331
goa,pincodes,403802,2023,2,38360
goa,pincodes,403722,2023,2,38166
goa,pincodes,403521,2023,2,27648
goa,pincodes,403512,2023,2,24698
goa,pincodes,403515,2023,2,20746
goa,districts,north goa,2023,3,593176
goa,districts,south goa,2023,3,368655
goa,pincodes,403601,2023,3,54900
goa,pincodes,403001,2023,3,52510
goa,pincodes,403516,2023,3,51006
goa,pincodes,403401,2023,3,50416
goa,pincodes,403507,2023,3,41891
goa,pincodes,403802,2023,3,39799
goa,pincodes,403722,2023,3,39670
goa,pincodes,403521,2023,3,28680
goa,pincodes,403512,2023,3,25682
goa,pincodes,403515,2023,3,21511
goa,districts,north goa,2023,4,613836
goa,districts,south goa,2023,4,382087
goa,pincodes,403601,2023,4,56885
goa,pincodes,403001,2023,4,54280
goa,pincodes,403516,2023,4,52605
goa,pincodes,403401,2023,4,52198
goa,pincodes,403507,2023,4,43282
goa,pincodes,403802,2023,4,41222
goa,pincodes,403722,2023,4,41184
goa,pincodes,403521,2023,4,29665
goa,pincodes,403512,2023,4,26680
goa,pincodes,403515,2023,4,22181
goa,districts,north goa,2024,1,637677
goa,districts,south goa,2024,1,397373
goa,pincodes,403601,2024,1,58940
goa,pincodes,403001,2024,1,56283
goa,pincodes,403516,2024,1,54487
goa,pincodes,403401,2024,1,54242
goa,pincodes,403507,2024,1,44989
goa,pincodes,403722,2024,1,42895
goa,pincodes,403802,2024,1,42787
goa,pincodes,403521,2024,1,30789
goa,pincodes,403512,2024,1,27736
goa,pincodes,403515,2024,1,23003
goa,districts,north goa,2024,2,661408
goa,districts,south goa,2024,2,412108
goa,pincodes,403601,2024,2,61101
goa,pincodes,403001,2024,2,58327
goa,pincodes,403516,2024,2,56453
goa,pincodes,403401,2024,2,56294
goa,pincodes,403507,2024,2,46652
goa,pincodes,403722,2024,2,44513
goa,pincodes,403802,2024,2,44336
goa,pincodes,403521,2024,2,31894
goa,pincodes,403512,2024,2,28792
goa,pincodes,403515,2024,2,23798
goa,districts,north goa,2024,3,589892
goa,districts,south goa,2024,3,524142
goa,pincodes,403516,2024,3,84080
goa,pincodes,403601,2024,3,56942
goa,pincodes,403507,2024,3,52133
goa,pincodes,403001,2024,3,51233
goa,pincodes,403802,2024,3,47824
goa,pincodes,403401,2024,3,45431
goa,pincodes,403722,2024,3,38927
goa,pincodes,403501,2024,3,30835
goa,pincodes,403509,2024,3,30835
goa,pincodes,403512,2024,3,28486
goa,districts,north goa,2024,4,605009
goa,districts,south goa,2024,4,538323
goa,pincodes,403516,2024,4,85822
goa,pincodes,403601,2024,4,58586
goa,pincodes,403507,2024,4,53725
goa,pincodes,403001,2024,4,52514
goa,pincodes,403802,2024,4,49057
goa,pincodes,403401,2024,4,46639
goa,pincodes,403722,2024,4,40100
goa,pincodes,403501,2024,4,31498
goa,pincodes,403509,2024,4,31432
goa,pincodes,403512,2024,4,29553
gujarat,districts,ahmadabad,2018,1,572811
gujarat,districts,surat,2018,1,489852
gujarat,districts,vadodara,2018,1,205722
gujarat,districts,rajkot,2018,1,133017
gujarat,districts,gandhinagar,2018,1,118201
gujarat,districts,bharuch,2018,1,101575
gujarat,districts,kachchh,2018,1,97838
gujarat,districts,mahesana,2018,1,97004
gujarat,districts,banas kantha,2018,1,93506
gujarat,districts,bhavnagar,2018,1,87683
gujarat,pincodes,395006,2018,1,72275
gujarat,pincodes,395010,2018,1,45734
gujarat,pincodes,395004,2018,1,37825
gujarat,pincodes,382350,2018,1,32292
gujarat,pincodes,394210,2018,1,31969
gujarat,pincodes,395003,2018,1,30787
gujarat,pincodes,382481,2018,1,25321
gujarat,pincodes,395009,2018,1,23628
gujarat,pincodes,396191,2018,1,22824
gujarat,pincodes,382415,2018,1,22742
gujarat,districts,ahmadabad,2018,2,751746
gujarat,districts,surat,2018,2,652372
gujarat,districts,vadodara,2018,2,271730
gujarat,districts,rajkot,2018,2,174778
gujarat,districts,gandhinagar,2018,2,155539
gujarat,districts,bharuch,2018,2,134500
gujarat,districts,kachchh,2018,2,128064
gujarat,districts,mahesana,2018,2,127614
gujarat,districts,banas kantha,2018,2,125849
gujarat,districts,bhavnagar,2018,2,115812
gujarat,pincodes,395006,2018,2,94500
gujarat,pincodes,395010,2018,2,60175
gujarat,pincodes,395004,2018,2,49139
gujarat,pincodes,394210,2018,2,44190
gujarat,pincodes,382350,2018,2,41644
gujarat,pincodes,395003,2018,2,40881
gujarat,pincodes,382481,2018,2,32292
gujarat,pincodes,396191,2018,2,30464
gujarat,pincodes,395009,2018,2,30378
gujarat,pincodes,382415,2018,2,29895
gujarat,districts,ahmadabad,2018,3,919252
gujarat,districts,surat,2018,3,808005
gujarat,districts,vadodara,2018,3,335125
gujarat,districts,rajkot,2018,3,215459
gujarat,districts,gandhinagar,2018,3,190882
gujarat,districts,bharuch,2018,3,169322
gujarat,districts,banas kantha,2018,3,159591
gujarat,districts,kachchh,2018,3,158762
gujarat,districts,mahesana,2018,3,157274
gujarat,districts,bhavnagar,2018,3,141243
gujarat,pincodes,395006,2018,3,113391
gujarat,pincodes,395010,2018,3,73560
gujarat,pincodes,395004,2018,3,58525
gujarat,pincodes,394210,2018,3,56563
gujarat,pincodes,395003,2018,3,50366
gujarat,pincodes,382350,2018,3,49974
gujarat,pincodes,396191,2018,3,38490
gujarat,pincodes,382481,2018,3,38313
gujarat,pincodes,395009,2018,3,36563
gujarat,pincodes,382415,2018,3,36510
gujarat,districts,ahmadabad,2018,4,1212636
gujarat,districts,surat,2018,4,998807
gujarat,districts,vadodara,2018,4,421895
gujarat,districts,rajkot,2018,4,260602
gujarat,districts,gandhinagar,2018,4,242368
gujarat,districts,bharuch,2018,4,211843
gujarat,districts,banas kantha,2018,4,197774
gujarat,districts,kachchh,2018,4,195295
gujarat,districts,mahesana,2018,4,192493
gujarat,districts,bhavnagar,2018,4,173699
gujarat,pincodes,395006,2018,4,135881
gujarat,pincodes,395010,2018,4,89595
gujarat,pincodes,394210,2018,4,71909
gujarat,pincodes,395004,2018,4,69666
gujarat,pincodes,382350,2018,4,62863
gujarat,pincodes,395003,2018,4,62164
gujarat,pincodes,382481,2018,4,50895
gujarat,pincodes,396191,2018,4,48467
gujarat,pincodes,382415,2018,4,46926
gujarat,pincodes,395009,2018,4,44962
gujarat,districts,ahmadabad,2019,1,1450100
gujarat,districts,surat,2019,1,1180819
gujarat,districts,vadodara,2019,1,502520
gujarat,districts,rajkot,2019,1,304415
gujarat,districts,gandhinagar,2019,1,291858
gujarat,districts,bharuch,2019,1,252826
gujarat,districts,banas kantha,2019,1,239613
gujarat,districts,kachchh,2019,1,231871
gujarat,districts,mahesana,2019,1,230403
gujarat,districts,valsad,2019,1,209477
gujarat,pincodes,395006,2019,1,157558
gujarat,pincodes,395010,2019,1,104683
gujarat,pincodes,394210,2019,1,86656
gujarat,pincodes,395004,2019,1,79826
gujarat,pincodes,382350,2019,1,74106
gujarat,pincodes,395003,2019,1,73240
gujarat,pincodes,382481,2019,1,60080
gujarat,pincodes,396191,2019,1,58289
gujarat,pincodes,382415,2019,1,56346
gujarat,pincodes,382345,2019,1,53663
gujarat,districts,ahmadabad,2019,2,1656341
gujarat,districts,surat,2019,2,1338584
gujarat,districts,vadodara,2019,2,572031
gujarat,districts,rajkot,2019,2,345178
gujarat,districts,gandhinagar,2019,2,333056
gujarat,districts,bharuch,2019,2,284296
gujarat,districts,banas kantha,2019,2,271379
gujarat,districts,kachchh,2019,2,261458
gujarat,districts,mahesana,2019,2,259949
gujarat,districts,valsad,2019,2,238764
gujarat,pincodes,395006,2019,2,180042
gujarat,pincodes,395010,2019,2,117410
gujarat,pincodes,394210,2019,2,99259
gujarat,pincodes,395004,2019,2,88490
gujarat,pincodes,382350,2019,2,83582
gujarat,pincodes,395003,2019,2,82557
gujarat,pincodes,382481,2019,2,67372
gujarat,pincodes,396191,2019,2,66034
gujarat,pincodes,382415,2019,2,64402
gujarat,pincodes,382345,2019,2,61531
gujarat,districts,ahmadabad,2019,3,1848860
gujarat,districts,surat,2019,3,1481391
gujarat,districts,vadodara,2019,3,637678
gujarat,districts,rajkot,2019,3,384852
gujarat,districts,gandhinagar,2019,3,372464
